serialNum,search_url,url,name_eng,name,genres,length,year,imdb_score,downloads,producer,actors
23878,http://www.torec.net/movies_subs.asp?p=253,http://www.torec.net/sub.asp?sub_id=23878,Howard The Duck,הווארד - גיבור מגזע אחר,הרפתקאות;מדע בדיוני;פעולה;קומדיה;רומנטיקה,110,1986,4.1,220,ווילארק הייק,ג'ורג' לוקאס;אד גייל;ג'פרי גונס;לי תומפסון
22385,http://www.torec.net/movies_subs.asp?p=253,http://www.torec.net/sub.asp?sub_id=22385,Percy Jackson And The Lightning Thief,פרסי ג'קסון וגנב הברק,פנטזיה;קומדיה,116,2010,6.2,"11,847",כריס קולומבוס,אומה תורמן;רוסאריו דוסון;סטיב קוגן;פירס ברוסנן;שון בין;קווין מק'קיד;קתרין קינר
24025,http://www.torec.net/movies_subs.asp?p=250,http://www.torec.net/sub.asp?sub_id=24025,Diary Of A Wimpy Kid,יומנו של חנון,משפחה;קומדיה,94,2010,6.1,"3,006",ת'ור פריודנת'ל,אלכסנדק איסייה תומאס
24018,http://www.torec.net/movies_subs.asp?p=250,http://www.torec.net/sub.asp?sub_id=24018,Black Lightning,ברק שחור,הרפתקאות;מדע בדיוני;פעולה;זר (רוסית),80,2009,6,530,,
24037,http://www.torec.net/movies_subs.asp?p=250,http://www.torec.net/sub.asp?sub_id=24037,Carolina,קרולינה,קומדיה;רומנטיקה,96,2003,6.1,206,מרלין גוריס,קטי בייטס;שירלי מקליין;שירלי מקליין
24035,http://www.torec.net/movies_subs.asp?p=250,http://www.torec.net/sub.asp?sub_id=24035,Zu Warriors,לוחמי הזו,פנטזיה;פעולה,104,2001,5.2,295,הארק צוי,אקין צ'נג;ססיליה צ'ונג;לואיס קו
24040,http://www.torec.net/movies_subs.asp?p=250,http://www.torec.net/sub.asp?sub_id=24040,Hello Goodbye,שלום ולהתראות,קומדיה;זר (צרפתית),99,2008,5.7,395,גראהם גויט,פאני ארדן;ז'ראר דה-פארדייה;ג'ין בנגויגוי;ליאור אשכנזי;ששון גבאי;גילס גסטון-דריפוס;פנרצ'ויס כריסטוף
22700,http://www.torec.net/movies_subs.asp?p=250,http://www.torec.net/sub.asp?sub_id=22700,The Final,הסוף,אימה;דרמה;מתח,90,2010,5.3,"1,606",ג'ואי סטיוארט,מארק דונטו
23930,http://www.torec.net/movies_subs.asp?p=250,http://www.torec.net/sub.asp?sub_id=23930,Repo Men,המעקלים,מדע בדיוני;מתח;פעולה,105,2010,6.3,"10,365",מיגל סאפוצ'ניק,ג'וד לאו;פורסט וויטקר;דן אינוסנטו;ליב שרייבר
24081,http://www.torec.net/movies_subs.asp?p=250,http://www.torec.net/sub.asp?sub_id=24081,I Can'T Think Straight,לא חושבת כראוי,דרמה;רומנטיקה,80,2007,6.5,533,שאמין סאריף,שאמין סאריף;שיטאל שיט;אמבר רוז קבה;אמבר רוז קבה
24053,http://www.torec.net/movies_subs.asp?p=250,http://www.torec.net/sub.asp?sub_id=24053,Spring 1941,אביב 41,דרמה,120,2008,6.2,591,אורי ברבש,מירוסלאו באקה;סטניסלב ברג'דיגנט;אדריאנה דזיקווסקה;ג'וסף פינס;קלי האריסון;קלר היגינס;אווה קורילו
22707,http://www.torec.net/movies_subs.asp?p=250,http://www.torec.net/sub.asp?sub_id=22707,A Christmas Carol,רוחות חג המולד,אנימציה;דרמה;משפחה;פנטזיה,96,2009,7.2,"4,333",רוברט זמקיס,ג'ים קארי;גארי אולדמן;רובין רייט פן;קולין פירת';קרי אלבס;בוב הוסקינס;דריל סברה
24099,http://www.torec.net/movies_subs.asp?p=250,http://www.torec.net/sub.asp?sub_id=24099,Ligeia,ליגיא,אימה;מתח,85,2009,4.4,446,Michael Staininger,מייקל מדסן;אריק רוברטס;ווס בנטלי;סופיה סקייה;קרי הירויוקי טאגאווה
22364,http://www.torec.net/movies_subs.asp?p=250,http://www.torec.net/sub.asp?sub_id=22364,La Nana,העוזרת,דרמה;זר (ספרדית),95,2009,7.8,645,סבסטיאן סילבה,
23983,http://www.torec.net/movies_subs.asp?p=248,http://www.torec.net/sub.asp?sub_id=23983,Ondine,אונדין,דרמה;פנטזיה,111,2009,7,"2,363",ניל ג'ורדן,ניל ג'ורדן;אלישיה בשלדה קורוס;קולין פארל
24186,http://www.torec.net/movies_subs.asp?p=248,http://www.torec.net/sub.asp?sub_id=24186,The Good Guy,הבחור הטוב,קומדיה;רומנטיקה,90,2009,6.2,"1,468",חוליו די-פיאדרו,
24181,http://www.torec.net/movies_subs.asp?p=248,http://www.torec.net/sub.asp?sub_id=24181,Centurion,סנטוריון,דרמה;הרפתקאות;מלחמה;מתח;פעולה,130,2010,6.7,"5,798",ניל מרשל,אולגה קורילנקו;דומיניק ווסט;מיכאל פאסבנדר;דייב לג'נו;דיוויד מוריסיי;אולריך טומסון;ג'ג' פילד
23911,http://www.torec.net/movies_subs.asp?p=248,http://www.torec.net/sub.asp?sub_id=23911,Killers,קילרים,מתח;פעולה;קומדיה,93,2010,3.9,"8,712",רוברט לוקטיק,קתרין הייגל;אשטון קוצ'ר;טום סלק;קתרין הואהרה
22802,http://www.torec.net/movies_subs.asp?p=248,http://www.torec.net/sub.asp?sub_id=22802,The Crimson Wing: Mystery Of The Flamingos,כנף השני,דוקומנטרי,75,2008,7.2,337,"מתיו אברהארד, לינדר ווארד",זאבו ברייטמן
24218,http://www.torec.net/movies_subs.asp?p=248,http://www.torec.net/sub.asp?sub_id=24218,Farsan,סבא שלי,קומדיה;זר (שוודית),98,2010,5.6,331,ג'וזף פרס,יאן פארס;טורקל פיטרסון;חמאדי חמירי;נינה זאנג'אני;חואן רודריגז;אניטה וול;ג'סיקה פורסברג
6576,http://www.torec.net/movies_subs.asp?p=248,http://www.torec.net/sub.asp?sub_id=6576,Deep Blue Sea,ים כחול עמוק,פעולה;אימה;מתח,105,1999,5.6,"1,175",רני הרלין,תומאס ג'יין;סמואל ל. ג'קסון;ספרון בורוז;ל.ל. קול ג'יי;מייקל רפפורט;סטלן סקארסגארד;ז'קלין מקנזי;אידה טורטורו
23741,http://www.torec.net/movies_subs.asp?p=248,http://www.torec.net/sub.asp?sub_id=23741,The Bounty Hunter,אקסית במצור,פעולה;פשע;קומדיה;רומנטיקה,110,2010,5.1,"7,896",אנדי טנאנט,ג'רארד באטלר;ג'ניפר אניסטון;קריסטין באראנסקי;פיטר גרין
24253,http://www.torec.net/movies_subs.asp?p=248,http://www.torec.net/sub.asp?sub_id=24253,The Last Resort,המפלט האחרון,אימה;מתח,75,2009,2.1,302,ברנדון נאט,
24257,http://www.torec.net/movies_subs.asp?p=248,http://www.torec.net/sub.asp?sub_id=24257,The Eclipse,צל חולף,דרמה;רומנטיקה,88,2009,6.2,637,קונור מקפרסון,קירן היינדס;איבן יאילה;איידן קווין;ג'ים נורטון
19821,http://www.torec.net/movies_subs.asp?p=248,http://www.torec.net/sub.asp?sub_id=19821,Kokoda: 39th Battalion,קוקודה: גדוד 39,דרמה;מלחמה;פעולה,92,2006,6.1,526,אליסטר גריירסון,אנגוס סמפסון;סטיב לה מרקוונד;אנגוס סמפסון
24238,http://www.torec.net/movies_subs.asp?p=248,http://www.torec.net/sub.asp?sub_id=24238,Women In Trouble,נשים מסובכות,קומדיה,92,2009,6,"1,226",סבסטיאן גוטירז,קרלה גוגינו;אדריאן פאליקי
24281,http://www.torec.net/movies_subs.asp?p=247,http://www.torec.net/sub.asp?sub_id=24281,Saint John Of Las Vegas,ג'ון הקדוש של לאס וגאס,דרמה;קומדיה,85,2009,6,362,הו רודס,
13264,http://www.torec.net/movies_subs.asp?p=247,http://www.torec.net/sub.asp?sub_id=13264,Doomsday 2012,יום הדין 2012,הרפתקאות;פעולה,85,2008,1.8,"5,259",ניק אוורט,קרוליין אמיגט;מת'יו בולטון;קולין ברוק;קליף דה ינג;אמי דולנז;ג'סון ס גראיי;מארק הנגסט
13395,http://www.torec.net/movies_subs.asp?p=247,http://www.torec.net/sub.asp?sub_id=13395,Deliverance,גברים במלכודת,דרמה;הרפתקאות;מתח,109,1972,7.9,789,ג'ון בורמן,ג'ון ווייט;בארט ריינולדס;נד ביטי;רוני קוקס;אד רמי;סימונס גלאס;רנדל דיל
24233,http://www.torec.net/movies_subs.asp?p=247,http://www.torec.net/sub.asp?sub_id=24233,Oceans,אוקייאנוסים,דוקומנטרי;דרמה,84,2009,7.6,"2,143","ז'אק פרין, ז'אקוז קלוזד",
24282,http://www.torec.net/movies_subs.asp?p=247,http://www.torec.net/sub.asp?sub_id=24282,Tom And Jerry Meet Sherlock Holmes,טום וג'רי פוגשים את שרלוק הולמס,אנימציה;פנטזיה,50,2010,,458,"ספייק ברנט, ג'ף סירגיי",
23875,http://www.torec.net/movies_subs.asp?p=247,http://www.torec.net/sub.asp?sub_id=23875,The Karate Kid,קארטה קיד,דרמה;משפחה;פעולה;ספורט,140,2010,5.8,"18,399",הארלד זוארץ,ג'קי צ'אן;ג'יידן סמית';טארחי פ הנסון
24284,http://www.torec.net/movies_subs.asp?p=247,http://www.torec.net/sub.asp?sub_id=24284,Furry Vengeance,פראי ועצבני,משפחה;קומדיה,92,2010,2.4,"2,411",רוג'ר קומבל,אנג'לה קנסי;טובי האס;ברנדן פרייזר;קן ג'יאונג;וואלאס שון;רוב ריגל;ברוק שילדס;מאט פרוקופ;סקיילר סמואלס
24290,http://www.torec.net/movies_subs.asp?p=247,http://www.torec.net/sub.asp?sub_id=24290,Don McKay,דון מקי,דרמה;מיסתורין;מתח,87,2009,6.1,557,ג'ייק גולדברגר,
24299,http://www.torec.net/movies_subs.asp?p=247,http://www.torec.net/sub.asp?sub_id=24299,Repulsion,רתיעה,אימה;דרמה;מתח,105,1965,7.9,241,רומן פולנסקי,קטרין דנב;איאן הנדרי;ג'ון פרייסר;איבון פורנאו;פטריק וימרק;רנה יוסטון;ולרי טיילור
24295,http://www.torec.net/movies_subs.asp?p=247,http://www.torec.net/sub.asp?sub_id=24295,The Killing Jar,מלכודת ההרג,דרמה,92,2010,5.8,"1,020",מארק יאנג,מייקל מדסן;הארולד פארינאו;אמבר בנסון;דני טרג'ו;קווין גייג';לאו טמפל;לינדזי אקסלסון
1103,http://www.torec.net/movies_subs.asp?p=247,http://www.torec.net/sub.asp?sub_id=1103,Buffalo '66,באפלו 66',קומדיה - דרמה,110,1998,7.3,628,וינסנט גאלו,וינסנט גאלו;כריסטינה ריצ'י
4578,http://www.torec.net/movies_subs.asp?p=247,http://www.torec.net/sub.asp?sub_id=4578,Stalker,סטאלקר,מדע בדיוני;מיסתורין,163,1979,8.1,800,אנדריי טרקובסקי,אלכסנדר קז'דנובסקי;אליסה פרג'נדיקה;אנטולי סולוניצין;ניקולאי גרינקו;נטשה אברמובה
22572,http://www.torec.net/movies_subs.asp?p=251,http://www.torec.net/sub.asp?sub_id=22572,The Crazies,הטירוף,אימה;דרמה;מדע בדיוני;מתח;פעולה,101,2009,7.3,"3,981",ברק איזנר,טימותי אוליפנט;דניאל פנאבייקר;ראדה מיטשל;ג'ו אנדרסון;פרסטון ביילי;ליסה ק. וייאט;כריסטי ליין סמית
23946,http://www.torec.net/movies_subs.asp?p=251,http://www.torec.net/sub.asp?sub_id=23946,Attack On Leningrad,ההתקפה על לנינגרד,דרמה;זר (רוסית),110,2009,6.5,"1,049",אלכסדנר בוראבסקי,גבריאל ביירן;קיית דייויס
10754,http://www.torec.net/movies_subs.asp?p=251,http://www.torec.net/sub.asp?sub_id=10754,Glengarry Glen Ross,גלנגרי גלן רוס,דרמה;קומדיה,100,1992,7.9,"1,646",ג'יימס פוליי,ג'ק למון;אל פאצי'נו;אד האריס;אלן ארקין;קווין ספייסי;אלק בולדווין;ג'ונתן פרייס
24006,http://www.torec.net/movies_subs.asp?p=251,http://www.torec.net/sub.asp?sub_id=24006,The Three Musketeers,שלושת המוסקטרים,היסטוריה;הרפתקאות;משפחה;פעולה;קומדיה;רומנטיקה,105,1993,6.1,537,סטפן הרק,צ'ארלי שין;קיפר סאת'רלנד;כריס או'דונל;אוליבר פלאט;טים קורי;רבקה דה מורנאי;גבריאלה אנוור
23979,http://www.torec.net/movies_subs.asp?p=251,http://www.torec.net/sub.asp?sub_id=23979,Battle Of Neretva,הקרב על נרטבה,דרמה;מלחמה,102,1969,6.5,320,,יול ברינר;אורסון וולס;פרנקו נרו
24012,http://www.torec.net/movies_subs.asp?p=251,http://www.torec.net/sub.asp?sub_id=24012,Nanny McPhee And The Big Bang,נני מקפי 2 הקסם חוזר,משפחה;פנטזיה;קומדיה,109,2010,6.6,"1,477",סוסאנה וויט,פינק פלויד;אמה תומפסון;מגי ג'ילנהול
23993,http://www.torec.net/movies_subs.asp?p=251,http://www.torec.net/sub.asp?sub_id=23993,Greenberg,גרינברג,דרמה;קומדיה,107,2010,6.7,"4,216",נוח באומבאך,בן סטילר;נוח באומבאך;ג'ניפר ג'ייסון ליי;ריס איפנס;בן סטילר
23995,http://www.torec.net/movies_subs.asp?p=251,http://www.torec.net/sub.asp?sub_id=23995,The Ghost Writer,סופר הצללים,דרמה;מיסתורין;מתח,128,2010,7.8,"11,374",רומן פולנסקי,יואן מקגרגור;פירס ברוסנן;קים קטרל;טום וילקינסון;טימוטי האטון;אוליביה וויליאמס;ג'יימס בלושי
24023,http://www.torec.net/movies_subs.asp?p=251,http://www.torec.net/sub.asp?sub_id=24023,Battle Of The Bulge,יום לפני הכניעה,דרמה;מלחמה;פעולה,167,1965,6.7,413,קן אנאקין,הנרי פונדה;צ'ארלס ברונסון
23876,http://www.torec.net/movies_subs.asp?p=251,http://www.torec.net/sub.asp?sub_id=23876,Date Night,דייט לילי,פעולה;קומדיה;רומנטיקה,88,2010,6.7,"9,670",שון לוי,סטיב קרל;טינה פיי;מרק וולברג;ריי ליאוטה;ג'יימס פרנקו;מילה קוניס;מרק רופאלו;גל גדות
23986,http://www.torec.net/movies_subs.asp?p=249,http://www.torec.net/sub.asp?sub_id=23986,After Life,החיים שאחרי,דרמה;מתח;אימה,104,2009,6.7,"3,083",אגניצזקה ווג'טווויכטז-ווסלוו,ליאם ניסן;כריסטינה ריצ'י;ג'סטין לונג
21829,http://www.torec.net/movies_subs.asp?p=249,http://www.torec.net/sub.asp?sub_id=21829,Damage,נזק,פעולה,102,2009,5.7,"1,826",ג'ף קינג,
24118,http://www.torec.net/movies_subs.asp?p=249,http://www.torec.net/sub.asp?sub_id=24118,According To Greta,החיים על פי גרטה,דרמה;רומנטיקה,92,2009,6.5,820,נאנסי בארדוויל,הילארי דאף;מליסה לו;אלן ברנשטיין;איבן רוס;מייקל מרפי;טסיאניאנה ג'ולסון;ג'ון פארר
23922,http://www.torec.net/movies_subs.asp?p=249,http://www.torec.net/sub.asp?sub_id=23922,Death At A Funeral,למות מלוויה,קומדיה,90,2010,4.7,"4,886",נייל לאביוט,מרטין לורנס;דני גלובר;ג'יימס מרסדן;כריס רוק;פיטר דינקלג';לוק ווילסון;זואי סלנדה;לוריטה דיווין;טרייסי מורגן;קולומבוס שורט
23576,http://www.torec.net/movies_subs.asp?p=249,http://www.torec.net/sub.asp?sub_id=23576,The Back-Up Plan,תוכנית גיבוי,קומדיה;רומנטיקה,106,2010,4.2,"6,908",אלן פול,אריק כריסטיאן אולסן;ג'ניפר לופז;דניאל האריס;אלכס או'לאפלין;נורין דה וולף;אנתוני אנדרסון;מליסה מק'קרטי
24123,http://www.torec.net/movies_subs.asp?p=249,http://www.torec.net/sub.asp?sub_id=24123,Caught In The Crossfire,תחת אש צולבת,פשע;פעולה;דרמה,85,2010,4.9,"1,825",בריאן א.מילר,"קרטיס ""פיפטי סנט"" ג'קסון;קריס קליין;אדם רודריגז;ריצ'רד ט.ג'ונס"
24130,http://www.torec.net/movies_subs.asp?p=249,http://www.torec.net/sub.asp?sub_id=24130,Cold Heart Canyon,קניון קר לב,מתח,96,2008,2.7,269,ג'אנין גוסלין,אוברי קאלדוול;וויל לופארדוס;פאול האורד;לי אן דיוויס;ברברה סוטר;ג'ושוע קולמן;הולי מורגן
24141,http://www.torec.net/movies_subs.asp?p=249,http://www.torec.net/sub.asp?sub_id=24141,My Fake Fiance,הארוס המזויף שלי,קומדיה;רומנטיקה,95,2009,6.3,"1,053",ג'יל ג'נגר,ג'וזף לורנס;מליסה ג'ון הארט
24156,http://www.torec.net/movies_subs.asp?p=249,http://www.torec.net/sub.asp?sub_id=24156,Eulogy,מת על ההספד,דרמה;קומדיה,91,2004,6.6,208,מייקל קלנסי,האנק עזריה;ג'סי ברדפורד;זואי דשאנל;גלן הדלי;פמקה ג'נסן;פיפר לורי;קיילי פרסטון
24153,http://www.torec.net/movies_subs.asp?p=249,http://www.torec.net/sub.asp?sub_id=24153,Adoration,הערצה,דרמה,100,2008,6.3,464,אטום אגויאן,סקוט ספידמן;רייצ'ל בלאשנרד;קנת ולש;דיבון בוסטיק;אארון פול;דומיניק קזוקראה;קתי בולנד
13218,http://www.torec.net/movies_subs.asp?p=249,http://www.torec.net/sub.asp?sub_id=13218,Redacted,נערך,דרמה;מלחמה,90,2007,6.1,"1,062",בריאן דה פלמה,פרנקויס קיילאוד;פטריק קרול;רוב דווני;איזי דיאז;מייק פיגרואה;טיי ג'ונס;אוהד קנולר
24182,http://www.torec.net/movies_subs.asp?p=249,http://www.torec.net/sub.asp?sub_id=24182,London River,לונדון ריבר,דרמה,87,2009,6.9,991,רייצ'ל בושרב,ברנדה בלת'ין;סוטיג'ואי קויאטה;סמי בואזילה;רושדי זם;פרנסיס מקיי;מרק בייליס
19042,http://www.torec.net/movies_subs.asp?p=246,http://www.torec.net/sub.asp?sub_id=19042,Rebecca,רבקה,דרמה;מיסתורין;מתח;רומנטיקה,130,1940,8.4,403,אלפרד היצ'קוק,לורנס אוליבייה;ג'ואן פונטיין;ג'ורג' סנדרס;יהודית אנדרסון;נייג'ל ברוס;רג'ינלד דני;בי אוברי סמית'
24308,http://www.torec.net/movies_subs.asp?p=246,http://www.torec.net/sub.asp?sub_id=24308,To Save A Life,להציל חיים,דרמה,120,2009,5.8,189,בריאן באיו,רנדי וויין
24341,http://www.torec.net/movies_subs.asp?p=246,http://www.torec.net/sub.asp?sub_id=24341,Metropia,מטרופיה,אנימציה;מדע בדיוני;מתח,86,2009,6,611,טאריק סאלה,
23557,http://www.torec.net/movies_subs.asp?p=246,http://www.torec.net/sub.asp?sub_id=23557,Ajami,עג'מי,"דרמה;זר (ערבית, עברית)",120,2009,7,"1,898","סכנדר קובטי, ירון שני",
24224,http://www.torec.net/movies_subs.asp?p=246,http://www.torec.net/sub.asp?sub_id=24224,Tekken,טקן,דרמה;הרפתקאות;מדע בדיוני;פנטזיה;פעולה,92,2010,5.4,"4,456",דוויט ה ליטל,לוק גוס;קארי הירוייקי טאגאווה;שיאקי קוריאמה;מירצ'ה מונרו;ג'ון פו;קונג לי;דרין דויט הנסון
23007,http://www.torec.net/movies_subs.asp?p=246,http://www.torec.net/sub.asp?sub_id=23007,Nine Dead,תשעת המתים,מיסתורין;מתח;פשע,98,2010,5.2,"2,064",,
24354,http://www.torec.net/movies_subs.asp?p=246,http://www.torec.net/sub.asp?sub_id=24354,Wraiths Of Roanoke (Lost Colony: The Legend of Roanoke),רוחות הרפאים של רואנוק,אימה;מדע בדיוני;מיסתורין,95,2007,4.1,261,מאט קוד,אדריאן פול;פרידה שאוו;רט גיילס;מייקל טי;מארי מסקרו;אלכס מקרטור;ג'ורג' קליל
24356,http://www.torec.net/movies_subs.asp?p=246,http://www.torec.net/sub.asp?sub_id=24356,Fearless,ללא פחד,דרמה,122,1993,7.1,490,פיטר וויר,תום הולס
24352,http://www.torec.net/movies_subs.asp?p=246,http://www.torec.net/sub.asp?sub_id=24352,Il Divo,האלוהי,ביוגרפיה;דרמה,110,2008,7.3,301,פאולו סורנטינו,טוני סרבילו
24359,http://www.torec.net/movies_subs.asp?p=246,http://www.torec.net/sub.asp?sub_id=24359,I Love You Phillip Morris,אני אוהב אותך פיליפ מוריס,דרמה;קומדיה,102,2009,6.8,"3,497","גלן פיקארה, ג'ון רקה",ניקולס אלכסנדר;מייקל ביזלי;טוני בנתלי;אלן בודרוקס;שון בויד;ברנאן בראון;מרכוס לייל בראון
24361,http://www.torec.net/movies_subs.asp?p=246,http://www.torec.net/sub.asp?sub_id=24361,Mal dia para pescar (Bad Day to Go Fishing),יום לא טוב לדיג,קומדיה;זר (ספרדית),100,2009,6.8,387,אלברו ברצ'נר,
5400,http://www.torec.net/movies_subs.asp?p=246,http://www.torec.net/sub.asp?sub_id=5400,Thir13en Ghosts,13 רוחות,אימה;קומדיה שחורה,91,2001,5.1,567,סטיב בק,טוני שלהוב;שאנון אליזבת';מתיו לילארד;אמבת' דוויץ;אלק רוברטס;ג'יי.אר בורן;רה דיגה;פ. מוריי אברהם
4737,http://www.torec.net/movies_subs.asp?p=275,http://www.torec.net/sub.asp?sub_id=4737,Prizzi's Honor,הכבוד של פריצי,"פשע,דרמה,קומדיה שחורה",130,1985,6.8,434,ג'ון יוסטון,ג'ק ניקולסון;קתלין טרנר ואנג'ליקה יוסטון
22721,http://www.torec.net/movies_subs.asp?p=269,http://www.torec.net/sub.asp?sub_id=22721,I Sell The Dead,אני מוכר את המתים,אימה;קומדיה,85,2008,6.1,516,גלן מק'קוואיד,רון פרלמן;דומיניק מונאהן;לארי פסנדן;אנגוס סקרים
8546,http://www.torec.net/movies_subs.asp?p=268,http://www.torec.net/sub.asp?sub_id=8546,Blow,שאיפות,ביוגרפיה;פשע;דרמה;מתח,124,2001,7.4,"4,107",טד דמי,ג'וני דפ;פנלופה קרוז;פרנקה פוטנטה;רייצ'ל גריפית'ס;פול רובנס;יורדי מולה;איתן ספלי;ריי ליוטה;ג'יימי קינג
18865,http://www.torec.net/movies_subs.asp?p=275,http://www.torec.net/sub.asp?sub_id=18865,Red Cliff (Chi Bi),הצוק האדום (רד קליף),דרמה;הרפתקאות;מלחמה;פעולה,150,2008,7.2,"2,750",ג'והן וו,טוני לונג צ'ו ואי;טקשי קנשירו;פנג'י זאנג;צ'ן צאנג;זאו ווי;ג'אן הו;צ'ילינג לין
20039,http://www.torec.net/movies_subs.asp?p=276,http://www.torec.net/sub.asp?sub_id=20039,Road Trip Beer Pong,רוד טריפ ביר-פונג,קומדיה,95,2009,4.7,"3,035",סטיב ראש,
22145,http://www.torec.net/movies_subs.asp?p=282,http://www.torec.net/sub.asp?sub_id=22145,Rembetiko,רמבטיקו,ביוגרפיה;דרמה;מוסיקלי;זר (יוונית),110,1983,7.8,144,קוסטס פריס,סוטיריה לאונרדו;ניקוס קלוגרופולוס;מיכליס מניאטיס;תמיס בזאקה;ניקוס דימיטרטוס;גיורגוס זורבאס;קונסטנטינוס צומאס
21532,http://www.torec.net/movies_subs.asp?p=277,http://www.torec.net/sub.asp?sub_id=21532,Where The Wild Things Are,ארץ יצורי הפרא,דרמה;הרפתקאות;משפחה;פנטזיה,101,2009,7.9,"5,501",ספייק ג'ונז,פורסט וויטקר;פאול דאנו;קתרין קינר;ג'יימס גנדולפיני;קת'רין אוהארה;לאורן אמברוס;תום נונן
22352,http://www.torec.net/movies_subs.asp?p=276,http://www.torec.net/sub.asp?sub_id=22352,The Collector,האספן,אימה;מתח;פשע,88,2009,6.2,"2,505",מרקוס דאנסטן,
414,http://www.torec.net/movies_subs.asp?p=282,http://www.torec.net/sub.asp?sub_id=414,Ali,עלי,דרמה,155,2001,6.5,"1,222",מייקל מאן,ויל סמית;ג'יימי פוקס;גו'ן וייט;רון סילבר
22230,http://www.torec.net/movies_subs.asp?p=277,http://www.torec.net/sub.asp?sub_id=22230,Motherhood,אמהות,קומדיה,90,2010,5.5,"1,615",קת'רין דיקמן,אומה ת'ורמן
22322,http://www.torec.net/movies_subs.asp?p=277,http://www.torec.net/sub.asp?sub_id=22322,A Dangerous Man,איש מסוכן,מתח;פעולה,90,2009,5.6,"1,640",קאוני ווקסמן,
22374,http://www.torec.net/movies_subs.asp?p=276,http://www.torec.net/sub.asp?sub_id=22374,Precious,פרשס,דרמה,109,2009,7.6,"6,188",לי דניאלס,גאברוי 'גאבי' סיידל;גאברוי 'גאבי' סיידל;מריה קארי;גאברוי 'גאבי' סיידל;מריה קארי
21961,http://www.torec.net/movies_subs.asp?p=285,http://www.torec.net/sub.asp?sub_id=21961,The Clique,הקליקה,קומדיה,87,2008,5,392,מייקל לאמבק,אליזבת מקלאפלין;אלן מארלו;אליזבת מקלאפלין
21975,http://www.torec.net/movies_subs.asp?p=285,http://www.torec.net/sub.asp?sub_id=21975,"Food, Inc.","מזון בע""מ",דוקומנטרי,94,2008,7.9,"1,816",רוברט קנר,אריק שלוסר;מייקל פולן;רוברט קנר;מייקל פולן
1634,http://www.torec.net/movies_subs.asp?p=285,http://www.torec.net/sub.asp?sub_id=1634,The Mask of Zorro,המסכה של זורו,פעולה;הרפתקה,132,1998,6.7,"2,534",מרטין קמפבל,אנטוניו בנדרס;אנתוני הופקינס;קתרין זטה-ג'ונס
18813,http://www.torec.net/movies_subs.asp?p=285,http://www.torec.net/sub.asp?sub_id=18813,Five Minutes Of Heaven,5 דקות של גן-עדן,דרמה;מתח;פשע,90,2009,7.1,"2,568",אוליבר הירשבייגל,ליאם ניסן;ג'יימס נשביט;ג'ולייט קרופורד;ניאם קיוזאק;Mark David;ג'רי דוהרטי;ריצ'ארד דורמר
22082,http://www.torec.net/movies_subs.asp?p=285,http://www.torec.net/sub.asp?sub_id=22082,Angel Heart,ליבו של אנג'ל,אימה;מיסתורין;מתח,113,1987,7.3,236,אלן פרקר,מרלון ברנדו;רוברט דה נירו;מיקי רורק
5532,http://www.torec.net/movies_subs.asp?p=285,http://www.torec.net/sub.asp?sub_id=5532,Life,מאסר עולם,קומדיה;דרמה,108,1999,6.1,646,טד דמי,אדי מרפי;מרטין לורנס;אובה בבטונדה;ניק קסבטאס;אנטוני אנדרסון;ברני מאק;מיגל א. נונז ג'וניור;ברנט ג'נינגס;נד ביטי;גאי טורי;ליסה ניקול קרסון
22083,http://www.torec.net/movies_subs.asp?p=285,http://www.torec.net/sub.asp?sub_id=22083,IMAX Amazing Juorneys,איי-מקס מסעות מופלאים,דוקומנטרי;סרט קצר,21,1999,5.3,99,ג'ורג' קייסי,
1526,http://www.torec.net/movies_subs.asp?p=285,http://www.torec.net/sub.asp?sub_id=1526,New Jack City,עיר החטאים,פעולה;דרמה;מתח;פשע,97,1991,6.2,552,מריו ואן פיבלס,ווסלי סנייפס;אייס טי;כריס רוק;אלן פיין;מריו ואן פיבלס;מייקל מישל;ראסל וונג;ביל נאן;ביל קובס;ג'וד נלסון;ונסה וויליאמס
10019,http://www.torec.net/movies_subs.asp?p=286,http://www.torec.net/sub.asp?sub_id=10019,Candy,קנדי,דרמה;רומנטיקה,108,2006,7.2,886,ניל ארמפילד,אבי קורניש;הית' לדג'ר;ג'פרי ראש;תום באדג;רוברטו מיזה מונט;טוני מרתין;נוני הזלהורסט
22072,http://www.torec.net/movies_subs.asp?p=286,http://www.torec.net/sub.asp?sub_id=22072,Alice,עליסה בארץ הפלאות,פנטזיה,240,2009,7.1,"1,609",,טים קורי;אלכס דיאקון;נטשה קאליס;לינדסי מור;שרלוט סאליבן
7915,http://www.torec.net/movies_subs.asp?p=286,http://www.torec.net/sub.asp?sub_id=7915,Men Of Honor,גברים עם כבוד,ביוגרפיה;דרמה,129,2000,6.7,"1,676",ג'ורג' טילמן ג'וניור,רוברט דה-נירו;קובה גודינג ג'וניור;שרליז ת'רון;האל הולברוק;מייקל רפפורט;פאוורסת בות';דייוויד קית';דיוויד קונרד
